1 	 1.000000e+00 
2 	 1.985320e+00 
3 	 2.960961e+00 
4 	 3.927349e+00 
5 	 4.884249e+00 
6 	 5.831768e+00 
7 	 6.770704e+00 
8 	 7.700715e+00 
9 	 8.621092e+00 
10 	 9.533427e+00 
11 	 1.043721e+01 
12 	 1.133271e+01 
13 	 1.221821e+01 
14 	 1.309855e+01 
15 	 1.396376e+01 
16 	 1.483003e+01 
17 	 1.568588e+01 
18 	 1.652862e+01 
19 	 1.737403e+01 
20 	 1.820399e+01 
21 	 1.902407e+01 
22 	 1.984492e+01 
23 	 2.065145e+01 
24 	 2.145856e+01 
25 	 2.224950e+01 
26 	 2.305614e+01 
27 	 2.382332e+01 
28 	 2.458821e+01 
29 	 2.535956e+01 
30 	 2.610518e+01 
31 	 2.689452e+01 
32 	 2.762499e+01 
33 	 2.836147e+01 
34 	 2.910842e+01 
35 	 2.984727e+01 
36 	 3.055345e+01 
37 	 3.130919e+01 
38 	 3.197616e+01 
39 	 3.274644e+01 
40 	 3.340601e+01 
41 	 3.409223e+01 
42 	 3.480765e+01 
43 	 3.549522e+01 
44 	 3.614540e+01 
45 	 3.683515e+01 
46 	 3.747671e+01 
47 	 3.814788e+01 
48 	 3.876056e+01 
49 	 3.946415e+01 
50 	 4.011938e+01 
51 	 4.072091e+01 
52 	 4.140471e+01 
53 	 4.201886e+01 
54 	 4.264284e+01 
55 	 4.330938e+01 
56 	 4.388566e+01 
57 	 4.457662e+01 
58 	 4.508804e+01 
59 	 4.565754e+01 
60 	 4.625405e+01 
61 	 4.684461e+01 
62 	 4.748848e+01 
63 	 4.812133e+01 
64 	 4.858831e+01 
65 	 4.930436e+01 
66 	 4.975433e+01 
67 	 5.045990e+01 
68 	 5.096657e+01 
69 	 5.151511e+01 
70 	 5.201070e+01 
71 	 5.270097e+01 
72 	 5.311105e+01 
73 	 5.371223e+01 
74 	 5.419591e+01 
75 	 5.475339e+01 
76 	 5.521948e+01 
77 	 5.584133e+01 
78 	 5.643260e+01 
79 	 5.693291e+01 
80 	 5.743058e+01 
81 	 5.793977e+01 
82 	 5.844943e+01 
83 	 5.905492e+01 
84 	 5.946055e+01 
85 	 6.002078e+01 
86 	 6.042125e+01 
87 	 6.101207e+01 
88 	 6.112382e+01 
89 	 6.196238e+01 
90 	 6.222604e+01 
91 	 6.271517e+01 
92 	 6.340181e+01 
93 	 6.389997e+01 
94 	 6.444532e+01 
95 	 6.470081e+01 
96 	 6.497758e+01 
97 	 6.561776e+01 
98 	 6.606227e+01 
99 	 6.661581e+01 
100 	 6.700686e+01 
101 	 6.764005e+01 
102 	 6.788674e+01 
103 	 6.831742e+01 
104 	 6.892150e+01 
105 	 6.923264e+01 
106 	 6.976819e+01 
107 	 7.021235e+01 
108 	 7.059125e+01 
109 	 7.108826e+01 
110 	 7.146387e+01 
111 	 7.160148e+01 
112 	 7.195648e+01 
113 	 7.235566e+01 
114 	 7.283540e+01 
115 	 7.322633e+01 
116 	 7.355926e+01 
117 	 7.427356e+01 
118 	 7.440826e+01 
119 	 7.501217e+01 
120 	 7.522979e+01 
121 	 7.568039e+01 
122 	 7.599941e+01 
123 	 7.647860e+01 
124 	 7.692126e+01 
125 	 7.706542e+01 
126 	 7.791309e+01 
127 	 7.776668e+01 
128 	 7.850191e+01 
129 	 7.887339e+01 
130 	 7.860008e+01 
131 	 7.947812e+01 
132 	 7.957815e+01 
133 	 7.986202e+01 
134 	 8.081349e+01 
135 	 8.132690e+01 
136 	 8.123657e+01 
137 	 8.151832e+01 
138 	 8.194814e+01 
139 	 8.235925e+01 
140 	 8.277796e+01 
141 	 8.296776e+01 
142 	 8.369643e+01 
143 	 8.418220e+01 
144 	 8.386216e+01 
145 	 8.487846e+01 
146 	 8.498535e+01 
147 	 8.508704e+01 
148 	 8.537029e+01 
149 	 8.583806e+01 
150 	 8.623439e+01 
151 	 8.597727e+01 
152 	 8.667547e+01 
153 	 8.676538e+01 
154 	 8.818781e+01 
155 	 8.743443e+01 
156 	 8.818990e+01 
157 	 8.864296e+01 
158 	 8.859194e+01 
159 	 8.926299e+01 
160 	 8.926796e+01 
161 	 8.910777e+01 
162 	 9.012565e+01 
163 	 9.021084e+01 
164 	 9.055257e+01 
165 	 9.122243e+01 
166 	 9.161085e+01 
167 	 9.017106e+01 
168 	 9.192906e+01 
169 	 9.218767e+01 
170 	 9.191049e+01 
171 	 9.205740e+01 
172 	 9.261596e+01 
173 	 9.273748e+01 
174 	 9.329866e+01 
175 	 9.382857e+01 
176 	 9.348494e+01 
177 	 9.449654e+01 
178 	 9.406107e+01 
179 	 9.453624e+01 
180 	 9.529568e+01 
181 	 9.521338e+01 
182 	 9.523056e+01 
183 	 9.601465e+01 
184 	 9.660969e+01 
185 	 9.623490e+01 
186 	 9.724734e+01 
187 	 9.766957e+01 
188 	 9.781736e+01 
189 	 9.771600e+01 
190 	 9.777548e+01 
191 	 9.832062e+01 
192 	 9.815637e+01 
193 	 9.867847e+01 
194 	 9.795109e+01 
195 	 9.949634e+01 
196 	 9.894676e+01 
197 	 9.959969e+01 
198 	 1.007612e+02 
199 	 1.004826e+02 
200 	 9.952717e+01 
201 	 1.008445e+02 
202 	 1.008258e+02 
203 	 1.014221e+02 
